Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,59,24,7.3,28,T
FIFA World Cup Germany 2006,X,2006,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24,77,22,8.4,9,E
G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0,0.02,0.24,42,59,4.7,22,T
Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.1,0,0.03,0.24,53,14,5.5,81,M
PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0,0.01,0.24,51,18,5.4,7,E10+
X-Men: Destiny,X360,2011,Action,Activision,0.18,0.04,0,0.02,0.24,47,51,5,72,T
Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0,0.04,0.24,46,12,7.5,30,E
Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0,0.02,0.24,65,70,6.2,57,M
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61,27,5.4,101,M
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.24,73,27,8.4,18,T
NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24,56,9,8.2,9,E
Broken Sword: Shadow of the Templars - The Directors Cut,Wii,2009,Adventure,Ubisoft,0.11,0.1,0,0.02,0.24,74,29,8.1,14,T
Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0,0.02,0.24,62,37,6.4,36,M
Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0,0.02,0.23,63,10,8.2,5,E
DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0,0.02,0.23,72,27,6.8,243,T
Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0,0,0.02,0.23,62,18,7.5,6,E10+
Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0,0.02,0.23,77,24,8.1,31,T
Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0,0.03,0.23,76,26,7,4,E
Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.21,0.01,0,0.02,0.23,66,7,6.5,4,E
NASCAR Thunder 2004,X,2003,Racing,Electronic Arts,0.18,0.05,0,0.01,0.23,85,14,9.1,15,E
Buffy the Vampire Slayer,X,2002,Action,Electronic Arts,0.18,0.05,0,0.01,0.23,79,30,9.1,31,T
Harry Potter and the Goblet of Fire,X,2005,Action,Electronic Arts,0.18,0.05,0,0.01,0.23,68,26,5.8,10,E10+
Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.2,0.01,0,0.02,0.23,68,15,6,6,E
Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0,0.13,0.01,0.23,63,20,7.9,18,T
Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.02,0,0.02,0.23,56,42,6.2,18,E
Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,0.19,0.03,0,0.02,0.23,59,17,5.5,4,E10+
Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.18,0.01,0.23,82,5,8.6,42,T
Transformers: Devastation,PS4,2015,Action,Activision,0.11,0.09,0,0.04,0.23,77,50,7.4,163,T
World Series Baseball,X,2002,Sports,Sega,0.17,0.05,0,0.01,0.23,85,20,8.8,6,E
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0,0,0.23,0,0.23,64,35,7.5,25,T
Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0,0.03,0.23,73,34,9.1,23,T
Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0,0,0.23,0,0.23,81,10,8,90,T
Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0,0.03,0.23,35,9,3.4,16,T
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0,0.03,0.23,47,12,7.2,6,T
The Clu,PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23,72,42,6.5,15,M
Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88,49,7.5,164,E
Tom Clancys Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23,89,19,8.7,25,T
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0,0.01,0.23,75,17,7.8,19,T
ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0,0.03,0.23,90,19,7,22,E
DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.13,0,0.02,0.23,75,53,6.4,54,E10+
The Incredible Hulk: Ultimate Destruction,X,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23,84,47,8,22,T
Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0,0.02,0.23,61,4,7.8,4,T
Tony Hawks Downhill Jam,Wii,2006,Sports,Activision,0.21,0,0,0.02,0.23,69,42,6.2,13,E10+
Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,52,32,7.2,82,T
The Lord of the Rings: Aragorns Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0,0.02,0.23,58,21,7.8,5,T
Tribes: Aerial Assault,PS2,2002,Shooter,Sierra Entertainment,0.11,0.09,0,0.03,0.23,73,23,8.8,47,T
Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0,0.02,0.23,27,7,5.1,14,E10+
Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0,0.03,0.23,58,13,6.8,4,E10+
Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,0.12,0.09,0,0.02,0.23,76,16,8.2,1243,M
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.07,0.14,0,0.02,0.23,72,19,3.5,1525,T
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,87,37,8.2,69,T
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.09,0.04,0.08,0.03,0.23,87,49,8.2,181,T
Saint Seiya: Soldiers Soul,PS4,2015,Fighting,Namco Bandai Games,0,0.16,0.05,0.03,0.23,59,30,7.7,46,T
NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02,0.23,81,33,8.6,31,E
NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23,57,21,5,14,E
Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.1,0,0.04,0.23,73,36,5.2,17,E
Mafia,X,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23,66,33,7.8,23,M
Ride,PS4,2015,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03,0.23,66,30,7,47,E
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.07,0.03,0.1,0.02,0.23,69,33,7.7,55,T
Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,59,18,5.7,12,T
Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,70,18,5.8,12,T
Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,57,14,5.6,46,E
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23,66,25,5.2,5,E
Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,74,49,8.3,19,M
Senran Kagura 2: Deep Crimson ,3DS,2014,Action,Marvelous Entertainment,0.11,0.02,0.08,0.01,0.23,58,28,6.7,57,M
TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.09,0.11,0,0.02,0.23,74,17,6.8,5,E
The Italian Jo,PS2,2003,Racing,Eidos Interactive,0.11,0.09,0,0.03,0.23,55,18,6.3,4,T
Freedom Fighters,X,2003,Shooter,Electronic Arts,0.17,0.05,0,0.01,0.23,82,23,8.2,23,T
Soldier of Fortune II: Double Helix,X,2003,Shooter,Activision,0.17,0.05,0,0.01,0.23,61,26,6.5,13,M
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,82,39,7.8,25,E10+
WWE All Stars,3DS,2011,Fighting,THQ,0.15,0.06,0,0.02,0.23,71,12,7.3,8,T
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.19,0.02,0,0.02,0.23,71,29,8.4,33,M
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,87,4,7.1,13,T
Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23,86,9,8.9,42,T
Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.21,0,0,0.02,0.23,75,9,6.7,30,E
NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0,0.03,0.23,73,20,8.5,14,E
Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23,90,10,8,5,E
BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0,0.03,0.23,58,12,6.2,5,T
Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,Play It,0.2,0.01,0,0.02,0.23,73,27,8.1,13,E
SSX On Tour,PSP,2005,Sports,Electronic Arts,0.19,0.02,0,0.02,0.23,79,23,8.1,44,E
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.13,0.02,0.06,0.01,0.23,54,35,6.1,28,T
Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23,83,65,7.8,86,E
Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0,0.07,0.02,0.23,55,12,8,45,E10+
Ys Seven,PSP,2009,Role-Playing,Falcom Corporation,0.14,0,0.08,0.02,0.23,79,27,8.5,65,T
Tony Hawks Proving Ground,DS,2007,Sports,Activision,0.2,0.01,0,0.02,0.23,79,21,6.7,6,E10+
The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0,0.03,0.23,39,10,4.3,6,E
AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games,0.21,0,0,0.02,0.23,63,16,4.9,10,T
Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,0.09,0,0.12,0.01,0.23,50,13,5.4,13,E10+
Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,0,0.09,0.11,0.02,0.23,62,14,7.3,34,
NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,62,22,5.9,8,E
Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0,0.02,0.23,59,7,6.7,6,E10+
Rogue Ops,PS2,2003,Action,Kemco,0.11,0.09,0,0.03,0.23,61,26,9.2,6,M
Killer is Dead,PS3,2013,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,64,39,7.9,216,M
F1 2014,X360,2014,Racing,Codemasters,0.08,0.13,0,0.02,0.23,64,14,4.1,20,E
Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0,0.03,0.22,51,21,7,6,M
Mega Man Legacy Collection,3DS,2016,Platform,Capcom,0.15,0,0.05,0.02,0.22,77,27,7,28,E
Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0,0.03,0.22,74,33,8.4,65,M
Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.16,0.04,0,0.02,0.22,71,20,7.3,172,T
Asphalt: Injection,PSV,2011,Action,Ubisoft,0.13,0.06,0,0.03,0.22,49,33,4.8,28,E10+
Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22,72,13,7.8,5,T
Conflict: Vietnam,X,2004,Shooter,SCi,0.17,0.05,0,0.01,0.22,60,40,7.3,9,M
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.04,0.13,0.02,0.22,80,24,7.4,79,T
Whirl Tour,PS2,2002,Sports,Crave Entertainment,0.11,0.09,0,0.03,0.22,58,9,7,5,E
NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.22,75,25,8.5,15,E
pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.07,0.1,0.03,0.02,0.22,78,9,5.4,7,E
Skies of Arcadia Legends,GC,2002,Role-Playing,Atari,0.17,0.04,0,0.01,0.22,84,31,9.2,95,T
Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0,0.19,0,0.03,0.22,69,51,5.6,754,M
Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0,0.22,79,17,8.8,9,E
Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment,0,0.08,0.12,0.02,0.22,82,24,8.4,128,M
NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22,88,18,9,5,E
Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0,0,0.22,77,20,8.1,7,E
NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.21,0,0,0.01,0.22,42,5,3.1,9,E
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.07,0.01,0.12,0.03,0.22,72,35,8.4,79,M
Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0,0.03,0.22,58,43,7.2,29,T
FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.19,0.01,0,0.02,0.22,61,15,5.6,7,T
Assassins Creed Syndicate,PC,2015,Action,Ubisoft,0.11,0.09,0,0.02,0.22,74,14,6,555,M
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,61,12,8,5,T
Dino Stalker,PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,50,18,6.3,9,M
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.14,0.06,0,0.02,0.22,62,11,7.3,44,T
Mega Man Zero 3,GBA,2004,Platform,Capcom,0.16,0.06,0,0,0.22,77,21,9,22,E
Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72,44,7.8,15,E10+
LEGO Marvels Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.02,0.02,0.22,60,4,6.9,16,E10+
G-Force,PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0,0.03,0.22,68,22,7.6,7,E10+
Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0,0.02,0.22,69,33,7.3,33,T
Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.2,0,0,0.02,0.22,73,19,7.7,14,T
Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.13,0.01,0.04,0.22,47,13,5.2,37,M
Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.18,0.02,0,0.02,0.22,80,38,7.9,59,E10+
Tony Hawks Downhill Jam,DS,2006,Sports,Activision,0.2,0,0,0.02,0.22,76,34,7,7,E
Call of Duty: Infinite Warfare,PC,2016,Shooter,Activision,0.08,0.12,0,0.02,0.22,73,16,3,468,M
LEGO Harry Potter: Years 5-7,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0,0.03,0.22,80,5,8.6,45,E10+
MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0,0.04,0.22,70,42,5.4,28,E
Dinosaur King,DS,2007,Strategy,Sega,0.2,0,0,0.02,0.22,61,13,8,9,E
The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,0.22,67,7,8.5,12,T
The Suffering,X,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22,77,44,8.8,23,M
Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0,0.01,0.22,47,10,5.6,8,E
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.04,0.22,47,5,2,88,E
Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0,0.01,0.22,86,39,8.3,19,T
Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,0.07,0,0.13,0.01,0.22,80,27,8,17,E
Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.22,81,21,7.8,25,E10+
NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.02,0,0.02,0.22,51,11,5.9,14,E
Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.2,0,0,0.02,0.22,56,31,5.6,5,M
Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0,0.05,0.22,58,21,7,12,M
Far Cry: Primal,PC,2016,Action,Ubisoft,0.05,0.15,0,0.02,0.22,74,18,4.9,391,M
Nickelodeon Party Blast,X,2002,Misc,Infogrames,0.16,0.05,0,0.01,0.22,19,4,4,8,E
Ragnarok DS,DS,2008,Role-Playing,GungHo,0.1,0,0.11,0.01,0.22,53,19,5.8,17,E10+
Shellshock: Nam 67,X,2004,Shooter,Eidos Interactive,0.16,0.05,0,0.01,0.22,58,37,7,14,M
All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,66,17,5.6,9,E
Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22,66,34,7,22,T
Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0,0,0.22,0,0.22,80,17,9,24,T
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment,0.2,0,0,0.02,0.22,82,16,7.9,8,E10+
Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22,49,34,5.6,19,T
Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.17,0.03,0,0.02,0.22,43,5,4,5,T
From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0,0.01,0.22,70,20,8.5,13,T
Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0,0.1,0.22,69,6,8.3,6,T
NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03,0.22,67,12,7.8,6,E
LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0,0.03,0.22,80,6,8.2,127,E10+
NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22,70,23,5.6,8,E
Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0,0.02,0.22,71,13,6.6,167,M
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0,0.13,0.01,0.22,78,30,8,47,T
Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.14,0.06,0,0.02,0.22,75,40,7.9,1304,M
Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22,60,7,7.9,9,T
Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0,0.02,0.22,61,9,8.3,4,E10+
Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22,61,13,6.8,65,E
Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0,0.02,0.22,72,45,8.8,36,T
NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.22,72,19,5.4,8,E
KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.19,0.01,0,0.02,0.22,82,11,8.2,13,E
Tropico 3,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.01,0.22,75,33,6.6,22,T
Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.16,0.06,0,0,0.22,60,12,7.1,9,E10+
Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0,0.03,0.22,80,24,6.8,1434,M
NFL 2K3,GC,2002,Sports,Sega,0.17,0.04,0,0.01,0.22,92,24,8.3,15,E
The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.11,0.07,0,0.04,0.22,83,6,8.4,264,M
Hunted: The Demons Forge,X360,2011,Action,Bethesda Softworks,0.13,0.06,0,0.02,0.22,61,59,6,116,M
Britneys Dance Beat,GBA,2002,Misc,THQ,0.15,0.06,0,0,0.22,53,14,7.4,5,E
Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22,70,63,7.8,36,T
Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0,0.01,0.22,70,11,7.7,7,E10+
BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.12,0.07,0,0.02,0.22,84,17,8.5,81,M
Tony Hawks Pro Skater 5,PS4,2015,Sports,Activision,0.1,0.08,0,0.04,0.22,32,43,1.5,429,T
Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,0.11,0.08,0,0.03,0.22,69,24,5,12,E
Afrika,PS3,2008,Adventure,Unknown,0.12,0,0.08,0.01,0.22,63,12,6.2,34,E10+
Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.21,49,36,6.1,50,T
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21,52,17,6.8,8,E
Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69,69,7.8,126,T
NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02,0.21,53,9,6.8,53,E
Crash N Burn,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0,0.03,0.21,63,17,8,7,T
NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.21,57,25,6.9,14,E
Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21,66,28,8,7,T
Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.21,68,37,7.2,37,T
College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0,0,0.02,0.21,82,22,8.2,12,E
Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0,0.02,0.21,46,21,5.6,19,E10+
The Bards Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21,76,44,8.6,14,T
Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,0.15,0.06,0,0,0.21,61,8,6.5,4,E
Yu Yu Hakusho: Dark Tournament,PS2,2004,Fighting,Atari,0.1,0.08,0,0.03,0.21,56,15,8.5,18,T
Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21,47,7,7.4,8,T
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.1,0,0.02,0.21,68,30,6.7,119,M
BloodRayne,X,2002,Shooter,Universal Interactive,0.16,0.05,0,0.01,0.21,76,20,7.5,6,M
NHL 2K6,X,2005,Sports,Take-Two Interactive,0.16,0.05,0,0.01,0.21,83,32,7.5,26,E10+
Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,0.14,0.05,0,0.02,0.21,25,4,3.8,48,E
Tenchu: Return From Darkness,X,2004,Action,Activision,0.16,0.05,0,0.01,0.21,70,55,7,6,M
World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21,60,17,8.6,5,T
Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21,65,37,7.1,8,M
MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21,67,21,7.7,16,E
Tony Hawks American Sk8land,DS,2005,Sports,Activision,0.19,0,0,0.02,0.21,84,31,8.7,55,E
Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.21,70,9,6.5,10,E
Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.13,0,0.04,0.21,92,78,8.8,1386,E
The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.19,0.01,0,0.02,0.21,76,31,6.2,35,E10+
Viewtiful Joe 2,PS2,2004,Action,Capcom,0.1,0.08,0,0.03,0.21,85,29,7.7,17,T
Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.21,84,18,7.2,11,M
Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0,0.03,0.21,63,22,5.2,13,E
SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.12,0,0.04,0.21,73,4,7.5,4,E10+
50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0,0.02,0.21,71,54,6.4,65,M
Robotech: Battlecry,X,2002,Shooter,TDK Mediactive,0.16,0.05,0,0.01,0.21,74,22,7,10,T
HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0,0.01,0.21,26,7,4,5,E
Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,0.2,0,0,0.02,0.21,63,4,5.8,5,E
Darkwatch,X,2005,Shooter,Ubisoft,0.16,0.05,0,0.01,0.21,75,43,8,22,M
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0,0.1,0.02,0.21,74,37,8.1,61,T
Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.1,0.08,0,0.03,0.21,83,46,7.8,13,T
God of War Collection,PSV,2014,Action,Sony Computer Entertainment,0.08,0.07,0.01,0.05,0.21,73,28,7.4,133,M
Summoner 2,PS2,2002,Role-Playing,THQ,0.1,0.08,0,0.03,0.21,76,20,8.3,22,T
Guitar Hero Live,WiiU,2015,Misc,Activision,0.13,0.06,0,0.02,0.21,84,4,6.1,36,T
Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,78,18,8.2,19,T
Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83,52,7.8,36,T
Cabelas Deer Hunt: 2004 Season,X,2003,Sports,Activision Value,0.16,0.05,0,0.01,0.21,65,5,8.4,16,T
Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79,9,7,12,E
The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.21,60,8,6.4,15,E10+
Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0,0.02,0.21,67,51,7.6,33,M
Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.16,0.03,0,0.02,0.21,78,28,7,21,E10+
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0,0.02,0.21,69,53,7.4,50,T
A Boy and His Blo,Wii,2009,Platform,Majesco Entertainment,0.18,0.01,0,0.01,0.21,80,43,8.7,35,E
